respondent_idx,umap_dim1,umap_dim2,cluster,party,text
779,1.4402587,6.247583,3,ANO,"Jsou to lidé, kteří mají paměť v pořádku a mají reálné a ne fanatické uvažování. "
780,1.0377247,2.8646648,0,ANO,"Mám ráda, když nám politici nelžou a chovají se lidsky. Jezdí veřejnou dopravou a jsou stejní jako my a nepovyšují se nad nás."
781,0.18027674,4.502417,0,ANO,"jsou naštvaní na politiky , kam jsme to s nimi dopracovali"
782,2.8122067,3.7351153,0,ANO,Jsou podobného názoru a smýšlení jako já a vyznávají stejné hodnoty
783,1.8085492,5.4586635,2,Other,"Jsou to lidé se svým názorem. Nemusíme politiku vnímat stejně, ale dokážeme o ní diskutovat. Samozřejmostí je, že se navzájem neurážíme a nenálepkujeme za odlišné postoje k různým problémům."
784,-0.6624731,8.170937,3,STAN,"Člověk ze střední třídy, průměrné příjmy, dobré rodinné zázemí, celková spokojenost s vlastním životem."
786,1.2108618,8.770047,3,ODS,"jsou to normální lidi, ketří nesledují zprávy"
787,-1.4115863,4.6072583,1,Unknown,nezajímají se a nechtějí nic řešit
788,1.2488217,3.7612965,0,Other,Pravděpodobně stejná odpověď jako v otázce předtím. 
789,1.5713912,2.32981,0,Unknown,Liberální se demokratickými hodnotami a vyznáváním dobrých českých tradic - musím se postarat především sám o sebe a nespoléhat na jiné.
790,0.7795038,2.7443943,0,ANO,"Ráda si s nimi povídám o všech událostech,  nejen o politice "
791,2.8102994,6.671093,2,ANO,"Tito lidé si stojí za svým přesvědčením, nehledí pouze na sebe a chtějí dobrou společnost a tím i slušný život pro život současný, ale i budoucí!!!"
792,-2.283852,5.348178,4,Other,"Lidi co nechteji zadnou valku,zalezi jim na prirode,jsou si vedomi,ze penize si do hrobu nevezmou,chteji klid,zdravi a par pratel."
793,1.5532507,8.896699,3,ANO,"mají sociální cítění, pečují o slabší jedince "
794,2.1164057,7.484096,3,ANO,"Lidé kteří nemají rádi korupci, lži, sobeckost a vyžírky"
795,1.077169,6.3091893,3,Unknown,"politiku by měli provozovat lidé, kteří už něco dokázali a už nepotřebují hrabat a krást, tato profese by měla být brána jako čestná činnost za minimální mzdu a ne aby ji dělala prasata na krmníku"
796,0.535237,6.058947,3,STAN,"jsou svobodomyslní a nezávislí, mají jasný názor ba věc a nebojí se ho prjevit"
797,-1.1214613,7.159797,4,SPD,Musi makat a myslit na svou rodinu
798,2.4471428,6.3804364,2,ANO,"lidé,kteří chtěji rovnost pro všechny občany,nižší náklady na bydlení,energie,levnější potraviny,odejít do důchodu v nižším věku,zdravotnictví pro všechny stejné"
799,-0.3028891,6.413253,4,Other,"1. Podporuje suverenitu a nezávislost své vlasti
2. Chce vystoupit z EU A NATO
3.Je proti agendě LGBT, rodina je otec a matka. Neexistuje více pohlaví než 2.
4. Je proti cenzuře, omezování svobody  a žádá možnost vyjadřování svého názoru na všech platformách slušným způsobem bez ktiminalizace
5. Je pro mír na celém světě bez rozdílu a proti agendě vývozu tzv. ""demokracie"" 
6. Zásadně je proti vymyšlené agendě Green Dealu
7. Zásadně nesouhlasí politikou vměšování vojensky silnějších států do řízení slabších států a dosazování svých loutek do jejich vlád. Opovrhuje jimi řízenými MAJDANY."
800,0.8625162,3.498964,0,Unknown,"Jsou to lidé se, kterými se denně setkávám, pracují s nimi, kamarádi se stejnými zájmy."
801,1.9806778,2.5674028,0,Unknown,"neznám žádné lidi kteří mají názor jako já, tak je nemohu popsat"
802,1.9394234,8.187011,3,STAN,"Úplně obyčejní lidé, žádní karieristi"
803,-2.0444572,3.003702,1,Unknown,sympatičtí tvl a co jako tady mám ještě napsat ?
804,0.8810639,7.282455,3,Unknown,"solidní, vzdělání, rozumí své práci, oblíbení, slušní, diplomatičtí, spolehlivý, odvážní, "
805,-1.9571539,3.675986,1,Unknown,"Nevím, nevzpomenu si, nic mě nenapadá."
806,1.9566282,5.6424894,2,ANO,"Jde spíše o starší lidi, kteří mají žívotní zkušensti."
807,1.8937231,8.065505,3,SPD,Jsou to obyčejní lidé se starostmi běžného života
808,0.96622,6.570581,3,Unknown,Jsou to nespravedlivý a nepoctivý lidé
809,0.68817544,2.9797482,0,SPD,"Lidi,s kterými si mám co říct "
810,2.7226856,8.0837145,3,SPD,"Lidé, kteří poctivě pracují, jsou vlastenci a zachovali si zdravý rozum. "
811,-1.5788198,5.67267,4,Unknown,"Nezajímaji se do podrobna, ale není jim jedno, koho volit "
812,3.1386535,6.9211893,2,ANO,"tito lidé jsou ve většině z chudé vrstvy, proto jsou pro, aby pro ně vláda dělala mnohem víc"
813,-0.22488514,3.131867,1,ANO,Může to být příjemné ale na druhou stranu chybí střet názorů.
814,-0.7354266,3.74024,1,Pirati,"Nezajímám se o politiku a politické dění. Stejně si všichni politici budou dělat co chtějí a nedají na názory obyčejných lidí, jako jsem například já."
815,-1.9066794,3.3139443,1,Unknown,"Nevím, nevím, nevím, nevím "
816,1.8826963,4.329722,0,Unknown,"V některých věcech máme rozdílné názory. Nejsem ochotna v těchto případech s nimi komunikovat. Každý je sám sebe strůjcem a jeho názory s mými nemusí být souhlasné. Svoje pocity nikomu nevnucuji. Každý má svůj názor. Pro něj je důležitý a nechce ho změnit i když se naše názory většinou schodují. Někdy v něčem odporuji, ale málokdy. Já sama málokdy své názory zásadně měním. Neumím své názory tvrdě obhajovat. Hádky pro mne nejsou nutné. "
817,3.3071527,6.3592467,2,ODS,"Jsou dobře oblečení, mají smysl pro modu, jsou usměvavý, jsou to studenti "
818,-1.4252096,8.057451,4,Unknown,Pracující střední třída lidí. V rozmezí 30-45 let.
819,-0.69861627,4.634577,1,Unknown,Politika pro ně není důležitá a zajímají se o ni pouze okrajově. 
820,2.5173285,5.050589,2,ODS,"Jsou to lidi středního věku, žijí v rodině s dětmi. Jsou pravicové založení, ale ne fanatici. Neodsuzuji někoho pro jeho voličské preference."
821,-1.1749793,3.905801,1,ANO,Nerozumím bohužel zadání 
822,1.8098757,2.9697468,0,ANO,s těmi bych komunikovala každý má svůj názor. je to každého věc
823,-1.3586202,2.826018,1,ANO,nevím jakým zpôsobem je popsat
824,-1.5668405,3.4505024,1,ANO,"nevím, coi k tomu říct, nevím"
825,0.8371228,2.7593637,0,ANO,Beru je a ráda s nimi promluvím
826,0.21546376,4.591436,0,SPD,Lidi co pracují a odvádějí daně úplně zbytečně 
827,-0.41835386,4.9604354,1,Pirati,"VIdí politiku jako nástroj, ne růžovými brýlemi."
828,0.90496534,4.2577686,0,ANO,"Můžeme si vzájemně postěžovat na politické problémy. Nebudeme v opozici, konverzace bude uvolněnější."
829,3.0998075,5.61357,2,Other,"Vzájemná osobní sympatie, přelívající se do politického života"
830,2.3297734,6.6167455,2,KSCM,"Jsou tolerantní, otevření změnám, chtějí spravedlnost a rovné životní podmínky pro všechny. Záleží jim na pravdě, nemají rádi překrucování, faleš. "
831,3.1456444,4.9255457,2,Unknown,Jsou to poctiví lidé kteří vše posuzují objektivně a když poznají že se mýlili tak to přiznají. A snaží se svou chybu napravit. Rozhodně nemyslí jen na sebe.
832,3.2546716,6.025417,2,Other,"Normální rozumní lidé, realisté co stojí nohama pevně na zemi, nenají na očích růžové brýle a ví, ať je u moci kdokoliv tak, že se lépe mít nebudeme díky vládě, ale musíme spoléhat jen a jen na sebe a na nikoho jiného…"
833,2.709,5.7024655,2,ANO,normálně smýšlející rozumní lidé 
834,2.3964176,6.3527603,2,ANO,"Vnímavý,inteligentní ,člověk s velkou mírou empatie a zájmu o lepší životní podmínky pro všechny . "
836,1.8149427,7.7311835,3,ANO,"Upřímni, svobodomyslni, mají rádi život a lidi kolem sebe"
837,-1.0642713,3.2912166,1,Other,"Sice s nimi souhlasím, ale neřeším politiku "
838,1.2843626,8.603818,3,STAN,"normální lidi, kteří se spíše o politiku moc nezajímají"
839,3.1633472,4.5661225,2,SPD,"Lidé se selským rozumem. Lidé co si váží práce ostatních, přírody a jsou poctiví."
840,-0.1795219,6.4570613,4,Other,"konzervativní, protiimigrační, proti green dealu, svobodný trh, proti dotacím, proti byrokracii"
841,-3.3709333,6.962618,4,Pirati,"financne gramotny, dlohodobe uzitky, spolecensky"
842,-0.6372275,4.3222075,1,SPD,"Vůbec se o politiku nezajímají, před revolucí nebylo dost věcí v pořádku, ale jistoty byly. Teď co se děje nemá obdoby, necítím se dobře v této době!!!!"
843,-2.0444531,2.7716901,1,Pirati,Nevim nevim vůbec nic mě nenapadá 
846,-1.3495755,8.070437,4,ANO,"Obyčejní pracující lidé, střední třída."
847,-0.7555445,4.6150928,1,Unknown,"Lidé, které politika vůbec nezajímá "
848,-1.4046203,8.075585,4,Unknown,"Střední třída, matka s dvěma dětmi, která se stará o rodinu, aby jí nic nechybělo."
849,-0.8505255,6.1130133,4,ANO,"zastanci dobreho vzdelani,rozumu,zadna korupce,stoji za ceskym lidem,nejde proti nim"
850,0.095521815,3.757265,0,ANO,strasne fajn lidi spolehlivy
851,1.8687098,8.304027,3,Unknown,Obyčejní lidé kteří mají své běžné starosti a o politiku se moc nezajímají 
852,-1.3379258,5.392034,4,ANO,"Mám kolem sebe lidi, kterým není jedno jak to u nás v ČR nyní vypadá. Uvítali by větší zájem politiků o náš stát a jeho občany, zastavení zbytečného předraženého zbrojení, omezení finanční i jiné pomoci na UA . "
853,-1.5374484,2.6979337,1,ANO,"Jak kdo, neda se jednotne popsat, starsi lidi, okolo 35let. Asi jina vychova, vneseni radu do zivota."
854,1.6624568,5.1183023,0,STAN,"Zodpovědnost, komunikace, vystupování "
855,-0.75373906,4.611145,1,Unknown,"Jsou to lidé, které stejně jako já, politika nezajímá, nerozumí ji, nemají žádný vyhraněný názor a nechodí k volbám."
856,0.9220739,7.4974747,3,Pirati,"Chytří, vzdělání, naslouchají všem, snaží se vyřešit lidské problémy "
857,2.7289784,5.9652495,2,Pirati,"snaha o rovnoprávnost, nikoho neomezuje na osobní svobodě, ochota nahlížet okolnostem"
858,-0.0005372728,4.3511662,0,ANO,povidali by jsme si o politice co bysme udelali lepsi.
859,-0.77630913,3.9661489,1,Unknown,nasraní a hodně moc vytočení
860,0.37020424,3.651375,0,ANO,normalni pracujici clovek bez exekuci 
861,-0.6549384,3.1184382,1,Unknown,nijak neřeším to.je mi to uplně jedno
862,-0.8835676,6.046376,4,Unknown,"Jedná se o generaci na které se komunisti velmi podepsali. Nejen to, že naše rodiče připravili o majetky, ale nám zakázali přístup ke studiu mimo zemědělství, zničili zdraví mým prarodičům i psychiku mým rodičům, vyrůstala jsem v padesátých letech!! to byla degradace lidskosti vůči lidem rolníkům i zemědělcům, dřina a dřina i když na svém ..... 
"
863,0.67443305,4.590714,0,ODS,"lidé, kteří na politiku a společenské otázky najlížení podobně jako já mají tendeci ocenovat otevřenost, inkluzivitu a empatii vůči ruznám názoruům a kulturam."
864,1.0033824,6.528202,3,SPD,Poctiví slušní lidé kteří jsou šikovní a pracovití 
865,-0.89374197,5.329318,4,ANO,"nesmí to být podvodníci , nesmí lhát ,musí umět přiznat i neúspěch,nenechat se ovlivńovat nikým jiným ."
866,1.0946264,4.816973,0,Unknown,"Získávají fakta z více zdrojů, vracejí se do minulosti, dívají se na problémy z více úhlu pohledu."
867,-0.32263508,4.163742,1,STAN,"Dívají se na zprávy o politických tématech, před volbami si vždy projedou jednotlivé programy stran a udělají politickou kalkukačku, aby věděli, jaká má strana priority, ale nespokojí se jen s tím: porovnají jejich výsledky v minulých letech aktivity. Zajímá je rovnoprávnost, spravedlnost."
868,1.6095495,6.0333734,2,KSCM,"Především se jedná o lidi, kteří poctivě pracují v nejrůznějších profesích a chtějí za svou poctivě odvedenou práci poctivě zaplaceno a očekávají od státu, že peníze z jejich daní budou použity ku prospěchu všech pracujících na kvalitní vzdělávání jejich dětí, na kvalitní zdravotní služby, na péči o zdravotně postižené spoluobčany a na důstojné penze pro lidi, kteří celý život poctivě pracovali pro tuto zemi a poctivě odváděli státu své daně, že stát bude investovat do rozvoje cest, bude podporovat mladé rodiny s dětmi, bude pomáhat zajistit dostupné bydlení mladým rodinám, ale i seniorům. Z peněz daňových poplatníků stát zajistí kvalitní a dostupné energie všem občanům, kvalitní a dostupnou pitnou vodu, bude investovat do ochrany před živelnými pohromami - povodně, sesuvy půdy apod. Stát nebude podporovat lidi, kteří se vyhýbají práci, nebude podporovat dotacemi různé zájmové skupiny, nebude podporovat nelegální migranty dotacemi dokonce často vyššími než dotace pro naše skutečně potřebné spoluobčany, nebude tolerovat migranty, kteří nejsou ochotni přijmout naše zákony a naše kulturní tradice a naučit se náš jazyk - chtějí-li tito lidé u nás být, musí se našim zvyklostem přizpůsobit, ne-li, ať jdou do zemí s tradicemi pro ně blízkými. Žádnou podporu práceschopným lidem (míněno podporu v nezaměstnanosti) déle něž 3-6 měsíců. Neupřednostňovat v žádném ohledu migranty před našimi občany. Umožnit občanům vyjádřit se k důležitým otázkám státu a jeho hospodaření v řádném referendu a výsledky vůle lidu plně respektovat. Nezvyšovat neustále platy politikům na úkor pracujících ve státní sféře jako je policie, záchranné sbory (hasiči), zdravotnictví, školství. Nezvyšovat stavy státních úředníků jako jsou různí poradci na ministerstvech, krajských a okresních úřadech. Pokud na těchto institucích nepracují odborníci v daných oborech a potřebují poradce, pak tyto pracovníky vyměnit za odborníky, kteří poradce nebudou potřebovat. Snížit počet poslanců v poslanecké sněmovně na úroveň obvyklou v ostatních zemích světa podle počtu obyvatel naší země, zrušit senát - pro tak malou zemi, není zapotřebí mít 2 komory parlamentu. Udělat důsledný audit pracovníků ve státní sféře. Důsledně vyšetřit a potrestat všechny politicky odpovědné lidi za ekonomické ztráty způsobené jejich nesprávnými rozhodnutími od r. 1989 (náklady na špatné zakázky pro armádu - padáky, obrněná vozidla, F-35 atd., náklady na sanace bank a jejich prodej, předražené zakázky na budování silnic a dálnic, prodej a následný odkup OKD, machinace s byty OKR, náklady na kuponovou privatizaci atd. - toto by vydalo již na celý román). Já i lidé mně podobní chceme od státu za své daně, kvalitní služby. Vedení státu jsou  naši ""zaměstnanci"" placeni z našich daní, tak po nich oprávněně chceme, aby svou práci dělali kvalitně pro nás - ne pro Brusel nebo USA nebo jiné zájmové skupiny. A pokud to nedělají, pak chceme mít právo je odvolat (běžného občana, který pro svého zaměstnavatele kvalitně nepracuje, zaměstnavatel také vyhodí z práce, tak nevidím žádný rozdíl mezi lidmi řídícími stát a běžným pracujícím občanem).   

 "
869,0.7276916,5.056889,0,STAN,"Cítí potřebu angažovat se v problematice vztahů mezi lidmi, vztahu k přírodě a budoucnosti našich dětí. Stále a stále se potýkají s nezájmem spoluobčanů, jejich sobeckostí, nesnášenlivostí a ztrátou jejich historické paměti. Přesto znovu se snaží..."
870,-2.072792,5.1133475,4,STAN,Respektuji rozhodnuti kazdeho cloveka ale samozrejme si vice rozumim s lidmi kteri nechteji potopit nasi budoucnost
871,-1.4597917,3.4034739,1,Unknown,Nevím. Nezajimám se o politiku. 
872,1.1720397,8.783788,3,ANO,"Jsou to normální lidi,  kterých je už málo"
873,-1.9010158,5.385213,4,ANO,"Klid,zabezpečení, pohoda neokradani, nedělani z lidí blbce chudaky "
875,-2.8960843,4.9648285,4,ANO,Jsou to dobry lidi co umi projevi5 svuj nazor
876,3.4889708,4.8481054,2,TOP09,"Hned se vším hotoví, zbrklí, ale upřímní "
877,0.08928063,4.5601373,0,Pirati,"Zajímají se o zahraniční politiku, vzdělávání, síť silnic v ČR je špatná -oproti západním zemím jsme velmi pozadu ve všech těchto tematech"
878,0.1739531,5.8350444,3,Pirati,"Snaží se uvažovat, dodrzovat pravidla, jsou liberální, zajímá je ekologie a budoucnost. "
879,1.4108399,4.2440877,0,Other,Nesnaží se tolik vnucovat svoje politické názory. 
880,-2.0289264,3.428883,1,ANO,Tak to opravdu nevím. Jsou to lidé různí.
881,-2.2827775,3.2478116,1,ODS,Netuším  co po mě chcete 
882,0.019711314,4.283481,0,Pirati,Možná jsou názorově podobní a proto se shodneme i v politických tématech 
883,2.4599597,6.280816,2,Pirati,Snaha a lepší svět pro všechny 
884,1.4440688,4.9487925,0,ODS,Zodpovědnost sama za sebe i přes irčitý diskomfort 
885,2.7077143,8.206976,3,Other,"Mají zdravý selský rozum,nedovolí zničit Československo "
886,3.1388314,4.718849,2,ODS,"Lidé se zdravým rozumem , inteligentní "
887,0.7306483,5.4144735,0,KDU-CSL,"Snaží se neustále zjišťovat a ověřovat fakta, snaží se nepodléhat ideologiím."
888,0.73818487,7.9596963,3,ANO,"Pracující, loajální, poctivý, nekonfliktní "
889,0.92577666,5.6662726,3,ODS,"S velkým všeobecným přehledem. Zajímají se o současné dění doma i ve světě. Čerpají informace z různých zdrojů, mají kritické myšlení. Jsou zaměstnaní nebo podnikají. Jsou plně soběstační. Cestují. Pracují na svém osobním rozvoji."
890,-2.731548,5.167838,4,ANO,Maji mozek  a ne jako ovce se tahnout za stadem
891,0.41586047,7.1867414,3,ANO,"Zkušení lidé, kteří pamatují doby minulé. Starší generace."
892,1.5586534,5.3002214,2,Other,"Záleží jim i na druhých, nejen na svém prospěchu, pracují poctivě a nemyslí jenom na peníze"
893,-0.54029393,5.6426272,4,ODS,"více doprava, liberální, demokratičtí, podnikatelé, nesnáší Babiše"
894,3.3287272,5.32336,2,Pirati,"Chytrý, laskavý, inteligentní "
895,2.190496,7.4648547,3,ANO,Nemají rádi Babiše ani SPOLu ale radši by volili Babiše než aby spolu zase okrádala naše lidi
896,-1.1376977,2.8386338,1,ODS,neumím je vůbec nijak popsat
897,1.7076352,6.647103,3,TOP09,"Vzdělané lidé, kteří často cestují do zahraničí, umějí cizí jazyky, nechtějí prodat Česko za pivko a pár knedlíků"
898,-1.9825233,2.6787403,1,Unknown,"Nevím, nevim, nevim, nevim "
899,3.3319366,6.173359,2,SPD,"Vzdělaní umělci nebo vědci, kteří vyznávají tradiční hodnoty, ale nebrání se smysluplným inovacím. Umí zachovat chladnou hlavu a jsou rozumní. Nedají se opít rohlíkem populistických a ultraprogresivistických stran a stojí nohama pevně při zemi. Jsou zásadoví a to samé čekají od politiků, konzistentnost, vytrvalost, upřímnost a smysl pro spravedlnost."
900,-0.627886,6.658971,4,SPD,Jsou nasraní z  činnosti vlády
901,-0.09782084,4.7150965,0,STAN,"Snaží se vybrat stranu, která má k lidem rovné postoje a nikoho neznevýhodňuje na základě rasy nebo sexuální orientace. Stranu, která chápe důležitost toho, co se děje okolo nás a nevidí pouze jednoduchá a jednostranná řešení těžkých situací
"
902,0.6891373,7.907885,3,ANO," spolehlivý,poctivý, pracovitý, loajální "
903,1.4574567,4.2711086,0,Unknown,"Viz předvhozí odpověď, většinou to jsou kamarádi z vejšky co mají dobře placené práce, umí jazyky, cestují a záleží jim na moderním, svobodném a ""pravdivém"" životě"
904,-1.5340213,2.8162389,1,Other,"nevím, nedokážu popsat. nesoudím."
905,0.072090134,6.9197693,3,ANO,"Ekonomicky nezávislí na státu. Pracující, vlastní názor"
906,2.5338314,5.533091,2,Other,"inteligentní, vzdělaní a hodní lidé, kteří nechtějí nikoho obtěžovat ani okrádat."
907,1.388127,4.745428,0,STAN,"snaží se vyhovět i potřebám a požadavkům menšin, posunout Česko na Západ, záleží jim na tom, jak se k sobě navzájem lidi chovají i v diskuzi s lidmi, co mají jiný názor."
908,-1.4036251,8.080118,4,ANO,"Vyšší střední třída,2-3 děti "
909,-0.17438604,7.7733755,3,ODS,Bílý/á heterosexuální pracující muž nebo žena tvořící HDP
910,2.4336672,4.655332,2,ODS,Jsou to lidi na stejné úrovni jako já.
911,3.328524,5.3202443,2,ODS,pohodář chytrý rozumný inteligentní
912,-1.4165124,8.072802,4,ANO,Střední třída rodina dětmi zaměstni
913,3.2347867,6.122671,2,ANO,Ti co stojí nohama pevně na zemi a nemají smyšlené představy. 
914,-1.6704954,5.143629,4,ANO,"Nevím co je to za lidi,když neví koho volit"
915,-2.1520617,2.7395837,1,KDU-CSL,W nevim jak to bude možné toto napsat
916,3.3841481,5.4387445,2,STAN,"Rozumní, přirozeně inteligentní "
917,0.23901378,7.335015,3,STAN,"Střední až nižší třída , které pracuje celý život hned po škole...nikdy nedostala žádné úlevy ani přídavky nebo příspěvky, protože na ně s průměrným platem nedosáhne, nemá žádné známé na vysokých postech, takže bude celý život pracovat někde uprostřed ...nedělá ve státním sektoru, takže platově nikdy nedosáhne ani na republikový průměr, i když má vysokou školu a umí min. 1 cizí jazyk a rozčiluje je neustálé upřednostňování jen určitých skupin , které pracují náročností nebo časem méně než my ( jen pro upřesnění, pracuji 8 hodin denně  a nezastavím se, jsem pod tlakem a ve stresu a přidáno dostanu ročně kolem 1.000,-). Žiju ve svém bytě , ale 70% platu mi měsíčně odchází na bydlení a služby , takže mi měsíčně zbývá na zábavu, oblečení nebo tak cca 3.000....Takže na úpravy doma nebo koupi nábytku musím dost dlouho šetřit....Na dovolenou jezdím pokud dostanu nějakou prémii v práci."
918,-0.35025388,6.5547953,4,KDU-CSL,"Mladí lidé, studenti vš, těší se ze života "
919,-0.54094017,6.5952716,4,Pirati,"Jsou to mladí lidé, kteří nikdy nebudou mit svou nemovitost, protoze si ji nemohou dovolit "
920,2.4542313,5.093953,2,STAN,Vzdělaní a schopni diskutovat
921,-1.4728819,2.6743054,1,ANO,"to nelze popsat,nedokážu to popsat"
922,2.3833678,4.1783404,0,Unknown,Důraz na sociální politiku
923,0.34336478,7.354891,3,Unknown,"Střední a, starší generace, vysoké vzdělání "
924,-1.5641985,5.8012595,4,STAN,"Chtějí demokracii, stejná práva pro všechny, ověřují si informace, vše pořádně prodiskutuji, není jim jedno že se nemohou brát stejnopohlavní páry, že ještě nepřišla důchodová reforma, "
925,-1.6146662,4.725137,1,Unknown,"je mi jedno ,jak kdo co vnímá mluvím za sebe, "
926,1.6219199,6.845418,3,ANO,"Jsou to většinou vzdělaní, analytického myšlení schopní lidé, kteří si zdroje informací ověřuji a konfrontují je se skutečnostím a svými žicotními zkušenostmi."
927,1.2212176,5.825065,2,Pirati,"Lidé svobodní a svobodomyslní, ale zároveň v určitých otázkách obezřetní, možná konzervativní. Politikou jsou unavení, protože stále politici vedou žabomyší války, stále na sebe házejí špínu a myslí jen sebe. Jsou z nich znechucení, ať se jedná o Babiše, Okamuru nebo i politiky ze spektra, které volí - ODS, TOP 09, Piráti nebo STAN. Nemyslí na blaho státu a jeho občanů, pořád omílají prázdná hesla a fráze, na která ale bohužel lidé slyší. Lidé jako já jsou chudší, ale pracují, snaží se a je jim smutno a jsou naštvaní z toho, že jim stát nepomůže. Že pomůže lidem, kteří se nesnaží a jen ho využívají. Jsou nešťastní z nedostupného bydlení a na  bydlení ani nedosáhnou. Cítí frustraci. "
928,0.6452915,6.0784397,3,STAN,Nepatřím k nynější mladé generaci PIRÁTI jsou za mne strana pro mladé středoškoláky vysokoškoláky kteří už znají jen tuhle svobodnou dobu 
929,0.36475822,4.6560583,0,Unknown,Lidi co se více zajímají o to jak přežít než o politiku
930,0.69897413,4.408912,0,ANO,"Mají empatii, dokážou se vcítit do problémů společnosti "
931,-1.3287379,6.5663047,4,Other,Klidní v hodnocení současné situace. Ochotní k diskuzi. Ovládají své emoce.
932,2.0566578,5.9766316,2,Unknown,"Lidi, kteří přemýšlí a přeji si lepší život "
933,-3.5960035,7.1945453,4,STAN,"Moderní přemýšlení, postupování s rozvahou, otevřeni inovacím."
934,1.3864048,6.7215695,3,Other,"Lidé, pro které je důležité tvrzení, že méně znamená více, lidé, kteří potřebují vědět, na čem v životě jsou a co mohou čekat, uvědomují si základní problémy"
935,0.9855909,7.0455065,3,Unknown,"Starají se o udržitelnost, jsou proto, aby gayové mohli uzavírat sňatky a adoptovat děti."
936,1.8904675,4.1708136,0,ANO,"Inteligentní lidé s vyšším vzděláním, sečtělí a tolerantní. Nevěřící dezinformacím"
937,-0.26113147,4.2134314,1,Unknown,"Politika je příliš nezajímá, mají jiné starosti a záliby. Myslí si, že všem politikům jde jen o to, nahrávat si co nejvíce peněz a lidí je zajímají jen před volbami. "
938,2.7410102,5.132054,2,Unknown,Řídí se vlastním rozumem a vlastními pocity
939,0.17096555,4.885684,0,KSCM," nesnáší lež, jdou za pravdou jak se říká přes mrtvoly a tak v naší společnosti na to zpravidla doplatí
 pravda a čest se v naší společnosti nevyplácí"
940,3.1771848,6.917409,2,SPD,"Částo jsou pro Rusko, levicově směřovány atd. Neznamená to ale, že tito lidé jsou tak smýšlející všichni"
941,3.3418586,5.3130145,2,ANO,"inteligentní, prozíravý, s dobrou pamětí"
942,-0.123874344,3.7003853,1,TOP09,"Pozitivni vztah k demokracii a svobode, stale hledani pravdy a toho co je spravne, moralni, udrzitelne, v souladu s civilizaci a hodnotami. Jsou alespon obcas aktivni a dokazou se zapojit, odmitaji proudy ktere vedou k diskriminaci, k napadni ostatnich, extremismu.. a dokazou srovnat toho, kdo to s excesy opravdu prehani."
943,0.47367823,6.728394,3,ANO,"v hnutí Ano jsou lidé konkrétní dostojí svých slibů,nezadlužují republiku"
944,0.31267583,6.7423234,3,Other,"Liberální levice - sociálně citliví, ""woke"", chtějí progresivní daně, efektivní sociální politiku, jsou pro ochranu klimatu, pro rovnost, lidská práva"
945,-1.0601366,4.667566,1,Unknown,"Dost znechucení tím, co se nejen u nás, ale i celkově ve světě děje. Jít volit,koho? Většinou menší zlo, následující zruší to, co vymysleli a prosadili jeho předchůdci, snaží se žít, jak to jde a na politiku a politiky moc nemyslí. "
946,3.1063335,5.222198,2,Pirati,"Inteligentní, racionálně smýšlející "
947,-0.35260025,2.624437,1,ANO,"Nenávidím násilí, válku,,  agresi, raději  se podřídím než bych bojovala , "
948,2.7599227,5.6956415,2,Pirati,"Liberálové, podporující menšiny jako třeba LGBT. Podporující demokratický systém a svobodu slova, možnost žít život tak, jak je v mých schopnostech. Nespoléhání se na stát, na úplatky, ale na vlastní iniciativu. "
949,-0.7695902,5.2318983,4,Unknown,Ne díky ne díky ne díky ne díky ne díky ne díky ne díky 
950,2.719515,5.4408464,2,TOP09,"Pravicový, vzdělaní lidé. Podporující to, že každý má to co si vypracoval."
951,-0.44197625,8.03015,3,ANO,"Senioři, kteří mají střední nebo nižší  důchod. "
952,2.0012608,3.9111938,0,TOP09,S lidmi jako já máme společně tématy a všichni jsou spokojený. 
953,1.7734137,3.9792616,0,ODS,Nic co by popisovalo stejného voliče strany 
954,1.5451936,3.4531062,0,KDU-CSL,"Jsme na stejné vlně, ale někdy se také můžeme názory lišit. Celkově jsem otevřená diskuzi s těmito lidmi."
955,-0.8239263,5.887551,4,Unknown,"Lidé, kteří přemýšlejí nad důsledky politických slibů a jednáním  politických špiček, přemýšlejí o tom, jaké budou mít jejich sliby a jejich jednání  skutečný dopad na  ekonomickou realitu České republiky. Nepodléhají tedy velkohubým  populistickým a předvolebním prohlášením, ať již zleva či zprava politického spektra a umějí si zdůvodnit, proč ten který politik  či jeho strana, mluví tak jak mluví.   "
956,0.30040705,6.7005715,3,ANO,Jsou to lidé ochotni naslouchat jiným názorům a občas i přijmout určité kompromisy.
957,1.5885644,3.8527498,0,SPD,Stejná věková generace nebo podobný životní styl 
958,1.8127589,4.360694,0,ANO,Lidé s výborným vkusem a stejnými názory. 
959,-0.7536179,7.171658,4,Pirati,S nima je dobře pobavit a rozveselit se
960,-0.29582605,7.69087,3,ANO,"muž staršího věku
bezpartijní
dobře zajištěný"
961,1.0549405,4.983863,0,STAN,"Lidé minimálně s maturitou, rádi cestují a poznávají nové lidi a kraje. Nemají problém bavit se o jakýchkoli tématech a jsou schopni přijmout kritiku a uznat chybu"
962,1.7955674,3.196877,0,TOP09,"Opírají se o životní zkušenost a vĕdí, že nejdražší je to, co je zadarmo. Svůj názor si vytvářejí po analýze více zdrojů. Snaží se myslet i na budoucnost s udržitelný rozvojem. Vidí ekonomiku spojenou s ekologiì a bohužel vliv lidí žijících jen pro současnost.
 "
